image_idx,true_label,target_label,pred_label,success,l2_distance,best_c,time_seconds,confidence
21,0,7,7,True,1.3322746524315918,1.28125,21.885884761810303,0.0
22,3,1,1,True,3.1250917039767265,1.28125,23.699323177337646,0.0
23,7,3,3,True,1.7938445700993173,1.28125,20.903318881988525,0.0
24,1,7,7,True,1.8299152053407235,1.28125,22.62214994430542,0.0
25,1,6,6,True,1.8742744949529218,1.28125,20.941046476364136,0.0
26,4,7,7,True,2.543679883585726,1.28125,23.881889820098877,0.0
27,0,6,6,True,2.223925719070417,1.28125,22.383495330810547,0.0
28,6,9,9,True,3.9407142961807744,1.28125,22.721139907836914,0.0
29,1,9,9,True,2.1280814996830393,1.28125,22.863766193389893,0.0
30,3,5,5,True,1.1276835119274913,1.28125,21.74240207672119,0.0
31,9,7,7,True,1.1869758151739236,1.28125,21.239223957061768,0.0
32,4,2,2,True,1.9536885783571043,1.28125,21.704201698303223,0.0
33,7,6,,False,inf,1000000.0,20.226343870162964,0.0
34,5,0,0,True,2.5920544333217106,1.28125,21.069621086120605,0.0
35,8,1,1,True,2.7874729103859024,1.28125,20.178279161453247,0.0
36,5,3,3,True,1.452673893300592,0.1140625,21.030068159103394,0.0
37,8,1,1,True,2.4809708214811828,1.28125,19.666704654693604,0.0
38,5,9,9,True,2.8561074185833446,1.28125,20.7404887676239,0.0
39,1,7,7,True,2.13514442259119,1.28125,24.259846210479736,0.0
40,7,2,2,True,2.8343962377322445,1.28125,23.56673502922058,0.0
41,4,2,,False,inf,1000000.0,21.948766469955444,0.0
42,7,6,6,True,3.832881790324809,15.625,22.27853751182556,0.0
43,2,7,7,True,2.1711870380028753,1.28125,21.489591598510742,0.0
44,5,0,0,True,3.2157755320675045,1.28125,23.243329286575317,0.0
45,0,1,1,True,3.1862072286507432,1.28125,20.346728086471558,0.0
46,2,9,9,True,2.791155289077948,1.28125,23.88548493385315,0.0
47,4,8,8,True,2.270166409984567,1.28125,20.549285173416138,0.0
48,6,0,,False,inf,1000000.0,23.047613382339478,0.0
49,3,9,9,True,2.8331703999363826,1.28125,21.61348795890808,0.0
0,9,8,8,True,2.4505738034065376,1.28125,21.487799882888794,0.0
1,7,3,3,True,2.517034289896765,1.28125,21.633312702178955,0.0
2,0,2,2,True,2.27656198893,1.28125,21.302461624145508,0.0
3,8,1,1,True,2.6821496623451613,1.28125,21.065778255462646,0.0
4,6,4,4,True,2.7398381181217957,1.28125,21.856247425079346,0.0
5,6,3,3,True,2.377264348815497,1.28125,21.731186389923096,0.0
6,8,3,3,True,2.1655446839955412,1.28125,22.946765661239624,0.0
7,8,3,3,True,1.7603107247461314,0.1140625,21.465091228485107,0.0
8,1,9,9,True,2.2692053555951732,1.28125,22.04964590072632,0.0
9,2,5,5,True,2.9583751693418003,1.28125,21.60800075531006,0.0
10,0,4,4,True,2.0772198304756033,1.28125,21.114468097686768,0.0
11,3,9,9,True,2.634681649421582,1.28125,21.86017417907715,0.0
12,0,7,,False,inf,1000000.0,21.189449071884155,0.0
13,7,0,0,True,1.9168716058492694,1.28125,20.968730211257935,0.0
14,0,9,,False,inf,1000000.0,22.606109380722046,0.0
15,2,1,1,True,3.238092764418055,1.28125,22.240983247756958,0.0
16,0,3,,False,inf,1000000.0,23.205676078796387,0.0
17,6,5,5,True,1.5999768851517886,1.28125,22.753170251846313,0.0
18,7,5,5,True,2.9920686145401496,1.28125,21.93526291847229,0.0
19,7,0,0,True,4.48525875302005,212.5,21.381000995635986,0.0
20,2,0,0,True,1.8676958868403108,1.28125,21.82459330558777,0.0
21,3,4,4,True,2.725189475375387,1.28125,22.70534920692444,0.0
22,3,5,5,True,2.5942498150652935,1.28125,23.236905813217163,0.0
23,8,9,9,True,1.4747219825847104,1.28125,23.12417435646057,0.0
24,0,3,3,True,2.828066240406284,1.28125,23.306177377700806,0.0
25,0,7,7,True,2.5745840088456067,1.28125,20.035390853881836,0.0
26,1,6,6,True,2.4099761054726194,1.28125,24.714030504226685,0.0
27,4,3,3,True,1.973947597128895,1.28125,20.713552474975586,0.0
28,2,7,7,True,3.5784902594426984,1.28125,21.538543701171875,0.0
29,3,0,0,True,4.7540615184945665,15.625,21.130780696868896,0.0
30,4,7,7,True,2.0684397162232355,1.28125,21.427617073059082,0.0
31,1,7,7,True,2.3439979930647765,1.28125,21.645086526870728,0.0
32,1,9,9,True,1.9277231202574825,1.28125,21.590952157974243,0.0
33,0,5,5,True,2.8586705074758965,1.28125,22.30990505218506,0.0
34,7,0,0,True,3.063983324458708,15.625,22.566856384277344,0.0
35,7,1,1,True,2.6786491673405712,1.28125,23.008710622787476,0.0
36,5,8,8,True,2.738548276672473,1.28125,24.00082516670227,0.0
37,7,6,6,True,3.8931157362456132,15.625,22.591063499450684,0.0
38,1,2,2,True,1.6349528762605892,1.28125,23.211161851882935,0.0
39,1,6,6,True,2.6544319663010207,1.28125,23.265217304229736,0.0
40,9,7,7,True,1.5831539738440072,1.28125,21.390767812728882,0.0
41,7,2,2,True,1.3873920364303105,1.28125,24.069190979003906,0.0
42,7,8,8,True,2.9375827858804877,1.28125,20.32813549041748,0.0
43,5,6,6,True,2.987987947717997,1.28125,22.391363382339478,0.0
44,1,2,,False,inf,1000000.0,20.2506103515625,0.0
45,5,6,6,True,5.237718294460757,15.625,21.15172243118286,0.0
46,0,1,1,True,1.8727492492780198,1.28125,23.73281216621399,0.0
47,4,5,,False,inf,1000000.0,20.401823043823242,0.0
48,7,8,8,True,2.9446318064963704,1.28125,23.692861795425415,0.0
49,3,6,,False,inf,1000000.0,21.99775457382202,0.0
0,7,0,0,True,2.8404585685696495,1.28125,20.727059602737427,0.0
1,4,2,2,True,2.9696098287131996,1.28125,20.617587566375732,0.0
2,8,7,7,True,2.6440158719323668,1.28125,22.603962421417236,0.0
3,9,5,5,True,2.572909263775223,1.28125,22.553359270095825,0.0
4,7,5,5,True,2.0815209198083044,1.28125,21.802706241607666,0.0
5,3,6,6,True,4.243664675769175,15.625,21.133220434188843,0.0
6,9,6,6,True,2.7455712115643616,1.28125,23.51624298095703,0.0
7,1,7,7,True,3.0860413352783977,15.625,20.66021490097046,0.0
8,3,9,9,True,2.272287923655253,1.28125,23.969813585281372,0.0
9,0,4,4,True,2.8685799941009407,1.28125,21.22755217552185,0.0
10,1,5,5,True,2.062588198538843,1.28125,22.975045919418335,0.0
11,0,6,6,True,2.1748673935728737,1.28125,21.909161806106567,0.0
12,0,9,9,True,2.3193891852440274,1.28125,20.88282012939453,0.0
13,8,0,0,True,1.4671979779894093,1.28125,23.577207565307617,0.0
14,8,5,5,True,1.7947887084842096,1.28125,21.416529655456543,0.0
15,7,2,2,True,2.077896449779406,1.28125,23.839457750320435,0.0
16,6,2,2,True,2.1875818509728524,1.28125,20.131979942321777,0.0
17,6,3,3,True,1.809360020498092,1.28125,22.088067531585693,0.0
18,3,2,2,True,2.4722688922929805,1.28125,22.240129709243774,0.0
19,2,3,3,True,1.0556362829514458,1.28125,23.45028066635132,0.0
20,6,2,2,True,1.983309001399363,1.28125,23.15361762046814,0.0
21,4,8,8,True,2.3067077058474625,1.28125,23.05580973625183,0.0
22,0,5,5,True,2.315849455998887,1.28125,22.27944803237915,0.0
23,1,2,2,True,2.517601042673521,1.28125,24.06731390953064,0.0
24,8,9,9,True,2.374732152993662,1.28125,20.996292114257812,0.0
25,7,4,4,True,2.4454152631037935,1.28125,24.49804663658142,0.0
26,7,3,3,True,1.8206930785934208,1.28125,21.483124017715454,0.0
27,7,9,9,True,2.7562483114985614,1.28125,23.353316068649292,0.0
28,2,3,3,True,2.101519389224409,1.28125,22.17482829093933,0.0
29,1,2,2,True,2.0923272608256203,1.28125,21.87455439567566,0.0
30,0,8,8,True,2.8474241562439415,1.28125,22.092153549194336,0.0
31,1,3,3,True,1.7878697846464677,0.1140625,21.194467544555664,0.0
32,4,0,0,True,2.434709369775168,1.28125,22.940563917160034,0.0
33,4,1,1,True,2.632722122950381,1.28125,21.734721899032593,0.0
34,2,8,8,True,2.1742935436459425,1.28125,21.99898862838745,0.0
35,9,8,8,True,2.5527509996709044,1.28125,22.152628898620605,0.0
36,1,9,9,True,2.4878923001360844,1.28125,21.84368324279785,0.0
37,3,0,0,True,3.253912111714408,1.28125,22.01379656791687,0.0
38,0,5,5,True,1.2329886655077693,0.1140625,21.592392683029175,0.0
39,5,3,3,True,1.2477996533556783,0.1140625,22.93025851249695,0.0
40,5,4,,False,inf,1000000.0,21.264673233032227,0.0
41,9,3,3,True,2.0095805536143216,1.28125,22.654524564743042,0.0
42,7,8,8,True,3.575670891613807,1.28125,24.25439691543579,0.0
43,8,3,3,True,1.9464840712327929,1.28125,21.88069796562195,0.0
44,1,6,6,True,2.636056774541003,1.28125,20.543837308883667,0.0
45,1,5,5,True,1.8868362674484216,1.28125,22.872356176376343,0.0
46,2,1,1,True,2.3934728078482905,1.28125,20.466513633728027,0.0
47,4,9,9,True,3.27462710521712,1.28125,22.70927143096924,0.0
48,2,5,5,True,2.432572690969498,1.28125,21.53097152709961,0.0
49,4,9,9,True,2.2620247483995013,1.28125,23.822053909301758,0.0
0,9,1,1,True,2.6413185066694087,1.28125,22.381189346313477,0.0
1,0,7,7,True,2.4451781409648348,1.28125,22.58210802078247,0.0
2,9,0,0,True,3.1707436935312763,15.625,20.308846712112427,0.0
3,8,5,5,True,1.3736552685328982,0.1140625,21.497710466384888,0.0
4,9,0,0,True,3.3043798569495113,15.625,21.377002239227295,0.0
5,5,1,1,True,2.944890080523337,1.28125,21.110077142715454,0.0
6,6,7,7,True,1.1095483134109532,1.28125,20.954268217086792,0.0
7,6,2,2,True,1.7379855129397588,1.28125,20.810516595840454,0.0
8,8,0,0,True,2.605595026573562,1.28125,21.28004789352417,0.0
9,2,7,7,True,1.9945694390423878,1.28125,21.65285015106201,0.0
10,3,1,1,True,3.4029782882746624,1.28125,21.97587490081787,0.0
11,1,2,2,True,3.0995201477784224,1.28125,20.487926721572876,0.0
12,9,2,2,True,2.338486113592894,1.28125,21.816648960113525,0.0
13,1,4,4,True,2.203473651975156,1.28125,21.63124656677246,0.0
14,8,0,0,True,1.4841495543487058,1.28125,21.240901231765747,0.0
15,5,2,,False,inf,1000000.0,22.80973505973816,0.0
16,5,4,4,True,3.3178256426821555,1.28125,21.200698852539062,0.0
17,8,7,7,True,2.802046103153333,15.625,22.07425808906555,0.0
18,4,1,1,True,3.06492238679229,1.28125,21.983697414398193,0.0
19,9,2,2,True,2.4184140980031037,1.28125,22.42543864250183,0.0
20,5,8,8,True,2.8529748214856805,1.28125,22.31147336959839,0.0
21,1,0,0,True,3.9001935470678686,15.625,22.208165407180786,0.0
22,4,5,5,True,2.468973463543924,1.28125,21.6410174369812,0.0
23,7,1,1,True,3.201369385971349,1.28125,23.004988431930542,0.0
24,1,2,2,True,2.8861471598771256,1.28125,22.811679363250732,0.0
25,8,1,1,True,2.3402810428444423,1.28125,22.642888069152832,0.0
26,1,7,7,True,2.3116934117111065,1.28125,23.509962797164917,0.0
27,9,6,6,True,2.6705700995053605,1.28125,22.945125102996826,0.0
28,6,4,4,True,2.0531663957251873,1.28125,20.940656661987305,0.0
29,6,5,5,True,2.323255015366277,1.28125,21.93999695777893,0.0
30,6,2,2,True,2.262109383431726,1.28125,21.840543746948242,0.0
31,2,9,9,True,2.7772031338018697,1.28125,21.619018077850342,0.0
32,6,5,5,True,1.5397739992645139,0.1140625,22.655377864837646,0.0
33,4,8,8,True,1.9028602854466683,1.28125,23.736072778701782,0.0
34,4,8,8,True,1.9650224790185216,1.28125,21.903355360031128,0.0
35,2,1,1,True,1.5059778782864992,1.28125,22.358002185821533,0.0
36,7,3,3,True,1.822349750829781,1.28125,21.434783935546875,0.0
37,9,1,1,True,2.8173970293185495,1.28125,21.559459686279297,0.0
38,5,0,0,True,1.7842381493355397,1.28125,21.257110834121704,0.0
39,8,4,4,True,1.2125950943141828,1.28125,21.674826860427856,0.0
40,4,6,6,True,2.3445693554779914,1.28125,21.636966466903687,0.0
41,3,9,9,True,1.8934468420125297,1.28125,21.624882698059082,0.0
42,9,0,0,True,2.977729628618069,15.625,21.695274114608765,0.0
43,9,6,6,True,1.6642890740108667,1.28125,23.57864737510681,0.0
44,0,7,7,True,2.774390258472108,1.28125,26.227304935455322,0.0
45,1,5,5,True,2.1821539811891437,1.28125,25.31630229949951,0.0
46,5,2,2,True,3.255718042776441,1.28125,26.77702832221985,0.0
47,7,6,6,True,4.036544044158886,15.625,24.560344457626343,0.0
48,1,9,9,True,1.9058701183581575,1.28125,23.69482111930847,0.0
49,6,1,1,True,2.1679301490440217,1.28125,21.50554347038269,0.0
0,7,6,6,True,4.626243218017819,15.625,22.386090755462646,0.0
1,4,5,5,True,2.657231676797035,1.28125,22.798189878463745,0.0
2,1,6,6,True,3.4843239545290534,15.625,22.327172994613647,0.0
3,3,6,6,True,1.8341398488079779,1.28125,22.078782558441162,0.0
4,6,2,,False,inf,1000000.0,22.52940058708191,0.0
5,3,4,4,True,2.966311125577623,1.28125,20.558090209960938,0.0
6,9,4,4,True,1.7853719301379645,1.28125,22.7982759475708,0.0
7,7,0,0,True,1.947093837434057,1.28125,21.524675607681274,0.0
8,5,6,6,True,2.273426173860318,1.28125,21.30255699157715,0.0
9,0,1,1,True,2.3184427762154693,1.28125,22.39419150352478,0.0
10,6,2,2,True,2.6106640036137176,1.28125,20.210092782974243,0.0
11,5,3,3,True,2.6811520325162586,1.28125,23.80848503112793,0.0
12,3,8,8,True,3.487738657889915,1.28125,20.730255603790283,0.0
13,9,6,6,True,2.7534075346301012,15.625,23.557074069976807,0.0
14,5,0,0,True,2.2288469340778194,1.28125,21.732544422149658,0.0
15,5,2,2,True,3.590507172061422,1.28125,21.929636240005493,0.0
16,4,6,,False,inf,1000000.0,22.225549936294556,0.0
17,7,8,8,True,2.603700234921462,1.28125,22.300366640090942,0.0
18,7,0,0,True,3.0188582880725545,1.28125,22.207497358322144,0.0
19,6,0,0,True,2.350879455928907,1.28125,22.458003997802734,0.0
20,4,1,1,True,2.9640147139458173,1.28125,22.294304370880127,0.0
21,6,9,9,True,2.076880519789582,1.28125,22.753390312194824,0.0
22,3,9,9,True,2.283088674687073,1.28125,21.754611492156982,0.0
23,2,7,7,True,2.727317902161962,1.28125,22.384425401687622,0.0
24,9,8,8,True,2.375461934993287,1.28125,21.528155088424683,0.0
25,1,8,8,True,2.1861052289940455,1.28125,22.366119384765625,0.0
26,2,5,5,True,2.9087700531403127,1.28125,22.702313661575317,0.0
27,1,5,5,True,2.2531370969492572,1.28125,22.39453959465027,0.0
28,5,1,1,True,2.5862203483670174,1.28125,21.685354709625244,0.0
29,1,5,5,True,2.681244067205521,1.28125,21.44401454925537,0.0
30,2,8,8,True,2.5439355656003295,1.28125,21.145090103149414,0.0
31,7,3,3,True,0.328932064792117,0.1140625,22.170081615447998,0.0
32,0,6,6,True,2.5478300398549556,1.28125,20.98505187034607,0.0
33,3,4,4,True,2.503556773156634,1.28125,20.989064931869507,0.0
34,1,0,0,True,2.814796357995957,1.28125,21.245458364486694,0.0
35,3,2,2,True,3.1328347221975252,1.28125,21.119221925735474,0.0
36,7,3,3,True,1.6289018589756463,1.28125,21.0001277923584,0.0
37,8,0,0,True,2.958863833147019,1.28125,21.171242475509644,0.0
38,9,4,4,True,1.7052630382129437,1.28125,22.246549606323242,0.0
39,3,7,7,True,2.5364146349600363,1.28125,21.19320511817932,0.0
40,5,2,2,True,3.005039908958141,1.28125,21.168549060821533,0.0
41,4,3,3,True,2.2990997335497103,1.28125,22.408952236175537,0.0
42,3,7,7,True,2.795224944396535,1.28125,21.441761255264282,0.0
43,4,1,1,True,1.3753246444308105,1.28125,22.469095945358276,0.0
44,7,9,,False,inf,1000000.0,20.952579975128174,0.0
45,6,8,8,True,0.9016576363069614,1.28125,21.543617963790894,0.0
46,9,4,4,True,2.114449846035064,1.28125,21.61860156059265,0.0
47,4,0,0,True,2.3791666123300557,1.28125,20.494386672973633,0.0
48,5,1,,False,inf,1000000.0,21.73375177383423,0.0
49,1,5,5,True,2.656723877766621,1.28125,21.901570558547974,0.0
0,8,1,1,True,1.9354108190978552,1.28125,21.967825651168823,0.0
1,4,5,5,True,2.5535265416516975,1.28125,20.611315488815308,0.0
2,8,1,1,True,1.79036049212364,1.28125,23.29013442993164,0.0
3,9,5,5,True,1.9618087595985678,1.28125,20.57324481010437,0.0
4,8,4,4,True,2.193413180933702,1.28125,22.611900806427002,0.0
5,8,9,9,True,1.7946755257827605,0.1140625,20.76550555229187,0.0
6,3,1,1,True,3.0531203208426754,1.28125,21.795868635177612,0.0
7,3,9,9,True,2.2732495626786666,1.28125,21.839884996414185,0.0
8,8,7,7,True,3.570510558262989,15.625,21.853070974349976,0.0
9,8,4,,False,inf,1000000.0,21.221920251846313,0.0
10,9,4,4,True,1.723167983533555,0.1140625,22.239516735076904,0.0
11,8,1,1,True,1.8211487253238092,1.28125,21.08132028579712,0.0
12,0,5,,False,inf,1000000.0,21.233417510986328,0.0
13,4,0,0,True,3.8011707761035947,15.625,21.36037254333496,0.0
14,6,3,,False,inf,1000000.0,21.534258604049683,0.0
15,1,3,3,True,2.0264727240966183,1.28125,21.724620580673218,0.0
16,5,3,3,True,2.2420539417430496,1.28125,22.52215814590454,0.0
17,3,6,6,True,3.830942541732601,1.28125,21.58076024055481,0.0
18,6,9,9,True,2.9570239934996003,1.28125,22.30761218070984,0.0
19,3,5,5,True,2.8028971873986817,1.28125,21.940594911575317,0.0
20,0,3,3,True,2.3553922270685534,1.28125,20.86158013343811,0.0
21,8,0,0,True,3.2821619129028,1.28125,21.104934215545654,0.0
22,8,9,9,True,2.3707356567463824,1.28125,22.20707368850708,0.0
23,8,2,2,True,2.1213594554744972,1.28125,20.650622129440308,0.0
24,0,6,6,True,3.4753967388005402,15.625,22.17362403869629,0.0
25,8,3,3,True,1.7403549340955882,1.28125,21.805373191833496,0.0
26,1,0,0,True,2.637943328190843,15.625,21.742469310760498,0.0
27,8,2,2,True,1.5891221116849226,1.28125,21.176434755325317,0.0
28,9,1,1,True,2.744768889379125,1.28125,21.195702075958252,0.0
29,4,8,8,True,2.5828691701331707,1.28125,21.628981113433838,0.0
30,5,1,1,True,3.1063880567361837,1.28125,22.30239462852478,0.0
31,5,0,0,True,2.202858766742848,1.28125,21.18580174446106,0.0
32,1,7,7,True,2.141096968028647,1.28125,20.714423179626465,0.0
33,3,7,7,True,2.364380030917836,1.28125,21.97333550453186,0.0
34,2,0,0,True,2.6065679744987227,1.28125,20.68406653404236,0.0
35,6,7,7,True,2.5990586704208964,1.28125,21.554988384246826,0.0
36,3,2,2,True,2.5576447801823923,1.28125,21.204132795333862,0.0
37,4,8,8,True,2.520451151563103,1.28125,21.669412851333618,0.0
38,1,6,6,True,2.4200722168164597,1.28125,21.628170490264893,0.0
39,4,2,2,True,2.0882751852932886,1.28125,21.72025728225708,0.0
40,1,8,8,True,2.055947849139206,1.28125,22.219477653503418,0.0
41,6,5,5,True,0.5808754011250886,0.1140625,21.984599828720093,0.0
42,6,4,4,True,2.420277911850881,1.28125,22.696777820587158,0.0
43,2,7,7,True,3.0942929494662748,1.28125,21.001488208770752,0.0
